-1.42	0.5920000000000001	-1
1.88	0.11599999999999999	1
-1.06	0.8170000000000001	-1
0.809	0.741	1
1.22	0.217	1
0.612	1.8	1
1.25	-0.146	1
1.28	-0.23600000000000002	1
-0.298	-1.26	1
0.93	-0.375	1
-0.626	-1.18	1
-0.102	1.57	1
-0.9179999999999999	-0.578	-1
1.01	1.53	1
0.805	0.42	1
-0.958	0.536	-1
-0.051	-0.972	1
-0.0443	-0.335	1
0.8220000000000001	0.501	1
-0.337	1.66	1
-0.9570000000000001	0.039	-1
-0.0406	2.09	1
-0.266	-1.2	1
-0.21600000000000003	-0.353	1
-1.33	-0.861	-1
-1.87	-1.32	-1
-1.1	0.8170000000000001	-1
0.568	0.244	1
-0.672	-0.601	1
0.847	1.4	1
-0.125	-1.48	1
0.504	0.0752	1
0.257	0.154	1
-0.26899999999999996	1.6	1
0.29	-0.48100000000000004	1
-2.06	0.392	-1
-1.14	0.8490000000000001	-1
-1.54	0.516	-1
1.55	-0.466	1
0.209	0.755	1
-1.66	-0.56	-1
0.299	1.56	1
-0.418	-1.26	1
-0.0554	-1.28	1
-1.1	0.6409999999999999	-1
-0.016	-0.44799999999999995	1
0.46299999999999997	0.498	1
-1.56	-1.1	-1
0.287	-1.45	1
-1.03	1.01	-1
0.826	0.84	1
-1.31	-0.354	-1
-0.634	-1.15	1
1.26	0.14400000000000002	1
-0.162	1.84	1
-0.532	0.978	1
0.527	-1.02	1
-0.20800000000000002	-0.6459999999999999	1
-0.58	-1.09	1
-0.071	1.63	1
-0.622	0.804	1
-0.25	-1.23	1
0.504	1.78	1
2.29	1.22	1
0.625	1.67	1
-0.165	-0.6970000000000001	1
-0.317	1.77	1
0.309	-0.6890000000000001	1
1.14	0.647	1
-1.37	-0.177	-1
-0.988	-0.191	-1
-0.0273	0.7390000000000001	1
0.611	0.978	1
-1.89	-1.7	-1
-0.9359999999999999	1.81	-1
1.25	0.794	1
-1.34	0.595	-1
0.469	1.91	1
-1.57	0.629	-1
-1.61	-0.451	-1
-1.81	-0.488	-1
1.08	-0.996	1
0.445	0.135	1
0.764	0.469	1
0.369	0.428	1
-0.36700000000000005	-1.04	1
-0.139	0.132	1
-0.987	-0.863	-1
-1.54	0.503	-1
0.434	-0.18899999999999997	1
-1.57	-1.47	-1
1.62	-0.0187	1
0.659	-0.985	1
0.196	1.27	1
-1.42	-0.327	-1
1.82	1.43	1
-0.48700000000000004	-0.536	1
0.235	1.48	1
1.38	0.131	1
-1.44	-0.0746	-1
-0.163	-0.39799999999999996	1
1.25	-0.322	1
1.33	-0.0802	1
-0.18	0.595	1
-1.29	-0.754	-1
0.409	1.45	1
-1.45	-1.25	-1
-1.32	0.995	-1
1.02	-0.728	1
1.72	0.0291	1
-1.78	-0.687	-1
-0.966	-0.628	-1
-1.57	0.37799999999999995	-1
1.12	-0.659	1
0.0235	-0.18	1
-1.17	0.156	-1
-0.105	-0.442	1
-0.256	-0.115	1
0.414	1.16	1
0.617	-0.0096	1
-1.37	0.648	-1
0.774	0.617	1
2.29	1.32	1
0.501	0.0553	1
0.981	0.532	1
0.141	0.0947	1
0.0436	0.0126	1
-1.84	-1.64	-1
-1.22	-0.11900000000000001	-1
-1.16	0.41	-1
1.25	-0.00263	1
1.03	1.29	1
0.773	-0.747	1
-0.0297	-1.58	1
0.217	-1.21	1
-1.06	1.03	-1
-1.93	-0.92	-1
0.598	0.855	1
-1.69	-1.27	-1
0.8220000000000001	0.192	1
-0.539	1.41	1
0.00168	0.262	1
-0.742	-1.02	1
-1.31	-0.903	-1
0.878	-1.38	1
0.465	-1.26	1
-1.11	-0.821	-1
2.41	1.26	1
-1.56	-0.172	-1
-0.855	-1.05	-1
0.000519	0.282	1
-1.88	-0.9790000000000001	-1
-0.895	-1.07	-1
0.235	0.772	1
1.87	-1.16	1
0.735	1.63	1
0.0737	0.124	1
-0.337	1.85	1
-0.2	1.74	1
1.2	-0.213	1
0.382	0.175	1
1.03	-0.191	1
-0.7390000000000001	1.32	-1
0.9520000000000001	0.616	1
-1.57	-0.205	-1
0.774	-1.22	1
1.21	-1.24	1
1.1	0.131	1
0.397	0.513	1
1.07	-1.38	1
-1.37	-0.205	-1
-0.33	0.0829	1
-0.718	-1.25	1
-0.6759999999999999	1.3	-1
0.434	2.19	1
-0.882	-0.5820000000000001	-1
1.16	-0.768	1
0.5720000000000001	-1.24	1
-0.757	0.298	-1
0.67	1.15	1
0.0301	-0.894	1
1.22	1.35	1
-0.685	0.9890000000000001	-1
-0.377	-0.617	1
0.13	1.41	1
-1.09	1.39	-1
1.15	-1.14	1
0.648	1.41	1
0.981	0.0921	1
0.318	1.4	1
-0.501	0.0787	1
-1.12	0.494	-1
-1.81	-0.9940000000000001	-1
-0.748	-0.034	-1
0.544	1.41	1
-0.9440000000000001	1.02	-1
-0.5329999999999999	1.22	1
-0.446	-1.28	1
0.498	-1.02	1
-0.9540000000000001	-1.19	-1
1.65	0.0404	1
-2.03	0.359	-1
-0.235	-1.22	1
0.627	-0.0629	1
-1.93	0.525	-1
2.35	1.14	1
0.233	-0.275	1
-0.7809999999999999	-0.113	-1
-0.327	0.612	1
-1.41	1.09	-1
0.0489	-1.36	1
0.253	-1.3	1
-1.25	-0.6559999999999999	-1
-1.59	0.322	-1
1.99	1.18	1
2.2	1.26	1
-0.172	-1.31	1
0.276	0.397	1
0.9490000000000001	0.42200000000000004	1
1.06	0.8420000000000001	1
1.98	1.27	1
-0.27899999999999997	-0.0928	1
0.275	1.18	1
-0.318	0.317	1
-1.32	-0.08800000000000001	-1
-0.695	-0.736	1
0.9159999999999999	1.63	1
0.9740000000000001	0.512	1
-0.5670000000000001	-1.7	1
1.38	0.7490000000000001	1
0.521	-1.04	1
1.13	0.429	1
-0.511	1.5	1
1.46	-0.91	1
1.67	0.0877	1
-0.965	-0.978	-1
-2.0	-1.72	-1
-1.43	-1.02	-1
0.7390000000000001	0.139	1
0.369	0.49	1
-1.64	-1.8	-1
-1.31	-0.498	-1
0.44	0.9	1
-1.59	-1.36	-1
-0.7240000000000001	0.215	-1
1.33	1.43	1
-0.91	-0.607	-1
1.19	0.997	1
-0.914	0.425	-1
1.11	0.375	1
-1.46	-0.298	-1
-0.32799999999999996	0.23199999999999998	1
0.941	-0.789	1
-1.82	0.885	-1
0.0949	-1.56	1
0.8740000000000001	-0.769	1
-0.9670000000000001	0.5920000000000001	-1
0.8029999999999999	1.35	1
-0.521	0.726	1
-0.76	-0.698	1
-2.25	-1.96	-1
-0.7490000000000001	0.0101	-1
-0.00626	-0.9590000000000001	1
1.01	-0.9840000000000001	1
0.198	-1.19	1
0.544	1.63	1
-0.213	0.259	1
-0.7290000000000001	1.37	-1
0.11199999999999999	0.0285	1
-0.968	-0.912	-1
-0.5660000000000001	-1.33	1
-0.271	1.59	1
1.56	-0.36700000000000005	1
0.897	1.07	1
1.39	-0.498	1
0.0968	-0.225	1
0.374	0.966	1
-0.7909999999999999	-1.26	1
0.615	0.5579999999999999	1
-0.391	0.18100000000000002	1
-0.153	-1.2	1
0.298	0.509	1
0.557	-1.04	1
-0.109	-1.07	1
0.41200000000000003	-0.124	1
-1.55	-1.47	-1
1.9	1.27	1
0.838	-0.115	1
0.243	1.61	1
0.48	-1.1	1
0.8540000000000001	-0.537	1
-0.00294	0.513	1
1.34	0.878	1
0.00865	-0.9179999999999999	1
1.82	-0.643	1
-0.212	-1.18	1
0.823	-1.21	1
-0.835	-1.06	1
-0.536	1.05	1
-1.53	-1.21	-1
0.35200000000000004	0.33299999999999996	1
-1.09	0.531	-1
0.7090000000000001	0.872	1
1.54	1.75	1
-1.87	-0.555	-1
-0.282	1.78	1
0.428	-0.494	1
0.9229999999999999	0.9329999999999999	1
-1.21	-0.409	-1
-1.31	0.175	-1
-0.753	-0.321	1
0.614	-1.46	1
-0.598	-1.35	1
-1.15	-0.0498	-1
1.6	-1.36	1
-0.902	-0.36	-1
-0.66	-0.0708	1
2.57	0.9890000000000001	1
-1.13	-0.0634	-1
-1.01	-0.397	-1
1.43	-1.21	1
1.0	0.254	1
-0.10300000000000001	-0.414	1
-0.9690000000000001	1.02	-1
1.09	1.03	1
1.08	0.0163	1
1.44	-1.7	1
-2.02	-0.792	-1
1.17	0.511	1
0.0403	-1.51	1
0.9309999999999999	0.7829999999999999	1
0.8240000000000001	0.5870000000000001	1
-0.0957	-1.06	1
1.05	0.47200000000000003	1
-0.268	-1.52	1
1.35	0.22899999999999998	1
-1.4	0.475	-1
-1.34	-0.419	-1
-0.523	-1.31	1
1.18	1.49	1
0.5660000000000001	0.0815	1
0.34	-1.34	1
0.578	-0.622	1
0.753	1.89	1
-0.184	-0.0314	1
0.56	1.7	1
1.07	0.457	1
-0.613	0.775	1
0.8190000000000001	0.0462	1
1.11	-0.0628	1
-1.61	-1.13	-1
1.06	-0.0531	1
0.764	-0.804	1
0.226	-1.38	1
-1.19	1.01	-1
1.25	-0.11800000000000001	1
-1.76	-1.17	-1
-0.23399999999999999	-0.6559999999999999	1
-1.45	-1.29	-1
0.23399999999999999	-0.8220000000000001	1
-1.84	-0.865	-1
-1.63	-1.32	-1
-0.715	-0.9690000000000001	1
0.0973	-1.33	1
-0.551	0.28800000000000003	1
1.39	-0.013000000000000001	1
0.215	-1.66	1
0.0224	1.43	1
-0.33799999999999997	-1.33	1
-0.693	-0.113	1
0.0533	-1.02	1
-0.153	-1.22	1
-1.18	0.0302	-1
1.15	0.32899999999999996	1
1.31	-1.4	1
-0.285	1.98	1
1.06	-0.0553	1
-0.904	-0.203	-1
0.6609999999999999	-0.19899999999999998	1
0.8959999999999999	-1.27	1
-1.54	-0.618	-1
1.29	-0.657	1
-1.67	-1.5	-1
-1.36	-0.848	-1
1.98	-0.0252	1
0.485	0.635	1
-0.674	0.8420000000000001	-1
0.722	-0.975	1
1.02	-0.625	1
1.26	-0.18100000000000002	1
-0.6579999999999999	-1.31	1
-0.405	-1.25	1
1.27	0.493	1
0.9329999999999999	-0.27699999999999997	1
-0.815	-0.682	-1
-1.51	-0.769	-1
0.11699999999999999	-1.07	1
0.384	2.15	1
-1.32	1.1	-1
1.2	-1.65	1
0.0529	1.52	1
1.46	0.0373	1
-0.607	-1.6	1
-1.06	-0.5489999999999999	-1
-1.39	0.862	-1
0.527	0.51	1
1.15	-0.451	1
-0.171	0.0105	1
-1.63	0.524	-1
2.2	-0.665	1
0.826	1.42	1
-0.138	-0.0524	1
-0.754	1.19	-1
0.0574	-0.134	1
0.877	0.161	1
1.17	0.446	1
0.647	0.317	1
-1.73	-0.242	-1
0.631	-0.674	1
-0.973	-0.047	-1
-0.4	0.00463	1
-1.14	-1.27	-1
0.42	1.1	1
0.43	-0.654	1
1.49	0.365	1
-0.643	1.68	-1
0.698	-0.655	1
-0.222	2.47	1
-1.22	-0.0961	-1
-0.276	1.05	1
-0.253	-0.406	1
-1.38	0.6779999999999999	-1
-1.13	-0.44299999999999995	-1
1.3	0.175	1
1.64	1.46	1
1.48	1.78	1
-1.61	-0.363	-1
-1.52	-1.23	-1
-0.0657	-1.19	1
-0.653	0.433	1
2.48	1.21	1
-0.9590000000000001	1.08	-1
0.8420000000000001	-0.37200000000000005	1
-0.402	-1.11	1
-0.29100000000000004	0.561	1
-1.02	-0.22399999999999998	-1
0.45	-0.10400000000000001	1
-1.88	-0.45399999999999996	-1
-0.5820000000000001	-0.752	1
-0.594	1.24	1
-1.49	-0.00325	-1
0.552	1.04	1
1.06	0.44299999999999995	1
0.406	-0.7070000000000001	1
1.15	0.0436	1
0.612	1.37	1
1.1	0.508	1
1.1	0.604	1
-0.753	1.18	-1
-1.13	0.41100000000000003	-1
-0.872	0.26	-1
-0.415	0.256	1
0.8009999999999999	-0.639	1
0.762	0.125	1
0.0343	-1.18	1
0.524	-0.231	1
-0.0262	-1.18	1
-1.47	-0.0358	-1
1.29	0.152	1
-0.851	0.18899999999999997	-1
-0.961	1.0	-1
-0.7759999999999999	0.127	-1
-0.674	-0.62	1
0.244	-0.69	1
-0.9740000000000001	0.511	-1
0.37	1.03	1
-1.98	-0.88	-1
0.308	0.11699999999999999	1
-1.62	0.46799999999999997	-1
-0.843	-1.08	-1
1.0	1.17	1
-0.9540000000000001	0.687	-1
0.768	-0.966	1
1.64	1.12	1
-1.7	-0.5539999999999999	-1
0.40399999999999997	0.00999	1
0.7040000000000001	-0.9059999999999999	1
0.335	1.39	1
-1.7	-0.569	-1
2.64	1.14	1
0.769	0.772	1
-0.255	-0.142	1
